fixed,fixed-strong,fixed-one_weak,strong-fixed,strong-strong,strong-one_weak,one_weak-fixed,one_weak-strong,one_weak-one_weak
60.86782762450171,60.092959603399976,61.51924312961157,59.72532408673877,58.95045606563704,60.37673959184863,58.68889218665168,57.91402416554995,59.34030769176154
63.382591391594254,61.772692632208134,61.772692632208134,61.01024304167988,59.40034428229376,59.40034428229376,62.12429945623237,60.51440069684625,60.51440069684625
59.033181773566675,60.516344661240254,60.516344661240254,58.25259284003916,59.73575572771274,59.73575572771274,58.25259284003916,59.73575572771274,59.73575572771274
56.96940936147161,0,56.80537046899026,59.525163662846715,0,59.361124770365365,58.987109342319535,0,58.823070449838184
0,0,0,0,0,0,0,0,0
60.21246420385206,59.08464234587804,59.08464234587804,63.22986270294965,62.10204084497563,62.10204084497563,60.4104459601424,59.28262410216837,59.28262410216837
61.35053345309008,62.080899268852335,62.080899268852335,0,0,0,62.653480499409824,63.38384631517208,63.38384631517208
60.14736304762385,0,60.743110231763715,60.22643972379421,0,60.822186907934075,59.213046883993364,0,59.80879406813323
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
60.384546649193304,0,60.756785259869176,60.18509082242115,0,60.55732943309703,60.18509082242115,0,60.55732943309703
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
59.49576869591344,59.70549719452259,59.44957335288884,56.709463360638836,56.91919185924799,56.663268017614236,56.709463360638836,56.91919185924799,56.663268017614236
0,0,0,0,0,0,0,0,0
61.13224828722145,58.67056567070506,61.06415981442156,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
58.76685647688339,58.485933025602954,58.485933025602954,58.65431105185543,58.373387600574986,58.373387600574986,0,0,0
62.47723050877442,60.77240600361188,59.95885579821581,61.73328968459536,60.02846517943282,59.21491497403675,60.9835299719872,59.27870546682466,58.46515526142859
61.53438177191102,59.93265659295311,59.93265659295311,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
62.38326277060741,63.35290737353857,61.235964939830254,61.52792566082247,62.49757026375363,60.38062783004531,59.1574490319231,60.12709363485426,58.010151201145945
0,0,0,0,0,0,0,0,0
57.691723193259556,0,0,57.99502592353215,0,0,57.99502592353215,0,0
59.17584922169078,58.23425027104286,58.23425027104286,57.503314603347256,56.56171565269933,56.56171565269933,57.32004975533349,56.37845080468556,56.37845080468556
58.760671114677734,58.969730476423486,58.969730476423486,58.75189047794014,58.96094983968589,58.96094983968589,0,0,0
